study_code,original_code,rad_assignment,caps_assignment,final_assignment
PSPGD_0941,not_available,GRN,,GRN
PSPGD_0949,not_available,GRN,,GRN
PSPGD_0951,not_available,GRN,,GRN
PSPGS_1082,not_available,GRN,,GRN
PSPGS_1084,not_available,GRN,,GRN
PSPGS_1089,not_available,GRN,,GRN
PSPGS_1115,not_available,GRN,,GRN
PSPVD_1219,not_available,GRN,,GRN
PSPVD_1230,not_available,GRN,,GRN
PSPVD_1237,not_available,GRN,,GRN
PSPVD_1239,not_available,GRN,,GRN
PSPVD_1256,not_available,GRN,,GRN
PSPVD_1260,not_available,GRN,,GRN
PSPVD_1272,not_available,GRN,,GRN
PSPVS_1311,not_available,GRN,,GRN
PSPVS_1315,not_available,GRN,,GRN
PSPVS_1327,not_available,GRN,,GRN
PSPGS_1105,PNG1105,GRN,GRN,GRN
PSPVS_1297,not_available,GRN,,GRN
PSCHD_0037,DC0037,,GRN,GRN
PSCHD_0038,DC0038,,GRN,GRN
PSCHD_0058,DC0058,,GRN,GRN
PSCHD_0061,DC0061,,GRN,GRN
PSCHD_0063,DC0063,,GRN,GRN
PSCHD_0065,DC0065,,GRN,GRN
PSCHD_0066,DC0066,,GRN,GRN
PSCHD_0079,DC0079,,GRN,GRN
PSCHD_0200,DC0200,,GRN,GRN
PSCHD_0203,DC0203,,GRN,GRN
PSCHD_0204,DC0204,,GRN,GRN
PSCHD_0206,DC0206,,GRN,GRN
PSCHX_0268,DC0268,,GRN,GRN
PSCHD_0328,DC0328,,GRN,GRN
PSCFD_0392,DC0392,,GRN,GRN
PSCFD_0394,DC0394,,GRN,GRN
PSCFD_0395,DC0395,,GRN,GRN
PSCFD_0397,DC0397,,GRN,GRN
PSCFD_0408,DC0408,,GRN,GRN
PSCFS_0418,DC0418,,GRN,GRN
PSCFD_0458,DC0458,,GRN,GRN
PSCFD_0462,DC0462,,GRN,GRN
PSCFD_0467,DC0467,,GRN,GRN
PSCFD_0471,DC0471,,GRN,GRN
PSCFX_0506,DC0506,,GRN,GRN
PSCFD_0571,DC0571,,GRN,GRN
PSCFD_0574,DC0574,,GRN,GRN
PSCFD_0580,DC0580,,GRN,GRN
PSCFD_0643,DC0643,,GRN,GRN
PSCFD_0644,DC0644,,GRN,GRN
PSGMD_0765,DC0765,,GRN,GRN
PSGMD_0771,DC0771,,GRN,GRN
PSGMD_0783,DC0783,,GRN,GRN
PSGMD_0855,DC0855,,GRN,GRN
PSGMD_0857,DC0857,,GRN,GRN
PSGMD_1038,DC1038,,GRN,GRN
PSGMD_1053,DC1053,,GRN,GRN
PSGMD_1058,DC1058,,GRN,GRN
PSCVS_1262,DC1262,,GRN,GRN
PSCVD_1266,DC1266,,GRN,GRN
PSCVD_1267,DC1267,,GRN,GRN
PSCVD_1268,DC1268,,GRN,GRN
PSCVD_1269,DC1269,,GRN,GRN
PSCVD_1311,DC1311,,GRN,GRN
PSCVM_1332,DC1332,,GRN,GRN
PSCVM_1335,DC1335,,GRN,GRN
PSCVM_1336,DC1336,,GRN,GRN
PSCVD_1339,DC1339,,GRN,GRN
PSCVD_1341,DC1341,,GRN,GRN
PSCVD_1342,DC1342,,GRN,GRN
PSCVD_1349,DC1349,,GRN,GRN
PSCVD_1351,DC1351,,GRN,GRN
PSCVD_1355,DC1355,,GRN,GRN
PSCVS_1385,DC1385,,GRN,GRN
PSCVD_1394,DC1394,,GRN,GRN
PSCVD_1397,DC1397,,GRN,GRN
PSCVD_1398,DC1398,,GRN,GRN
PSCVD_1400,DC1400,,GRN,GRN
PSCVD_1401,DC1401,,GRN,GRN
PSCVD_1402,DC1402,,GRN,GRN
PSCVX_1412,DC1412,,GRN,GRN
PSCVD_1427,DC1427,,GRN,GRN
PSCVD_1428,DC1428,,GRN,GRN
PSCVM_1432,DC1432,,GRN,GRN
PSCVS_1448,DC1448,,GRN,GRN
PSCVS_1455,DC1455,,GRN,GRN
PSCVS_1456,DC1456,,GRN,GRN
PSCVD_1486,DC1486,,GRN,GRN
PSCVS_1540,DC1540,,GRN,GRN
PSCVS_1547,DC1547,,GRN,GRN
PSCVS_1556,DC1556,,GRN,GRN
PSCVS_1562,DC1562,,GRN,GRN
PSCVX_1621,DC1621,,GRN,GRN
PSCVX_1622,DC1622,,GRN,GRN
PSCVX_1623,DC1623,,GRN,GRN
PSCOS_1633,DC1633,,GRN,GRN
PSCOS_1638,DC1638,,GRN,GRN
PSCOM_1682,DC1682,,GRN,GRN
PSCOD_1688,DC1688,,GRN,GRN
PSCOD_1689,DC1689,,GRN,GRN
PSCOD_1690,DC1690,,GRN,GRN
PSCOD_1691,DC1691,,GRN,GRN
PSCOD_1692,DC1692,,GRN,GRN
PSCOD_1696,DC1696,,GRN,GRN
PSCOD_1697,DC1697,,GRN,GRN
PSCOS_1715,DC1715,,GRN,GRN
PSCOS_1723,DC1723,,GRN,GRN
PSCOS_1761,DC1761,,GRN,GRN
PSCOM_1778,DC1778,,GRN,GRN
PSCOM_1780,DC1780,,GRN,GRN
PSCOD_1816,DC1816,,GRN,GRN
PSCOD_1817,DC1817,,GRN,GRN
PSCOD_1818,DC1818,,GRN,GRN
PSCOD_1878,DC1878,,GRN,GRN
PSCOD_1882,DC1882,,GRN,GRN
PSCOD_1883,DC1883,,GRN,GRN
PSCOD_1887,DC1887,,GRN,GRN
PSCOD_1890,DC1890,,GRN,GRN
PSCOD_1931,DC1931,,GRN,GRN
PSCOX_1964,DC1964,,GRN,GRN
PSCYD_2037,DC2037,,GRN,GRN
PSCYD_2039,DC2039,,GRN,GRN
PSCYD_2057,DC2057,,GRN,GRN
PSCYD_2060,DC2060,,GRN,GRN
PSCYD_2061,DC2061,,GRN,GRN
PSCYS_2067,DC2067,,GRN,GRN
PSCYD_2079,DC2079,,GRN,GRN
PSCYD_2080,DC2080,,GRN,GRN
PSCYD_2083,DC2083,,GRN,GRN
PSCYD_2085,DC2085,,GRN,GRN
PSCYD_2086,DC2086,,GRN,GRN
PSCYD_2088,DC2088,,GRN,GRN
PSCYD_2090,DC2090,,GRN,GRN
PSCYD_2095,DC2095,,GRN,GRN
PSCYD_2096,DC2096,,GRN,GRN
PSCYD_2099,DC2099,,GRN,GRN
PSCYD_2100,DC2100,,GRN,GRN
PSCYD_2105,DC2105,,GRN,GRN
PSCYD_2106,DC2106,,GRN,GRN
PSCYS_2125,DC2125,,GRN,GRN
PSCYS_2128,DC2128,,GRN,GRN
PSCYM_2177,DC2177,,GRN,GRN
PSCYM_2178,DC2178,,GRN,GRN
PSCYM_2180,DC2180,,GRN,GRN
PSCYM_2182,DC2182,,GRN,GRN
PSCYS_2220,DC2220,,GRN,GRN
PSCYS_2221,DC2221,,GRN,GRN
PSCYS_2368,DC2368,,GRN,GRN
PSCYS_2374,DC2374,,GRN,GRN
PSCYS_2375,DC2375,,GRN,GRN
PSCYS_2379,DC2379,,GRN,GRN
PSGGD_2464,DC2464,,GRN,GRN
PSGGD_2467,DC2467,,GRN,GRN
PSGGD_2468,DC2468,,GRN,GRN
PSGGD_2481,DC2481,,GRN,GRN
PSGGD_2492,DC2492,,GRN,GRN
PSGGD_2588,DC2588,,GRN,GRN
PSGGD_2589,DC2589,,GRN,GRN
PSGGD_2590,DC2590,,GRN,GRN
PSGGD_2592,DC2592,,GRN,GRN
PSGGD_2594,DC2594,,GRN,GRN
PSGGD_2596,DC2596,,GRN,GRN
PSGGD_2597,DC2597,,GRN,GRN
PSGTD_2735,DC2735,,GRN,GRN
PSGTD_2740,DC2740,,GRN,GRN
PSGTD_2742,DC2742,,GRN,GRN
PSGTD_2744,DC2744,,GRN,GRN
PSGTD_2746,DC2746,,GRN,GRN
PSGTM_2794,DC2794,,GRN,GRN
PSGTM_2795,DC2795,,GRN,GRN
PSGTS_2827,DC2827,,GRN,GRN
PSGTS_2833,DC2833,,GRN,GRN
PSGTD_2877,DC2877,,GRN,GRN
PSGTD_2878,DC2878,,GRN,GRN
PSGTD_2880,DC2880,,GRN,GRN
PSGTD_2881,DC2881,,GRN,GRN
PSGTD_2882,DC2882,,GRN,GRN
PSGTD_2883,DC2883,,GRN,GRN
PSGTD_2884,DC2884,,GRN,GRN
PSGTD_2885,DC2885,,GRN,GRN
PSGTD_2887,DC2887,,GRN,GRN
PSGTM_2899,DC2899,,GRN,GRN
PSGTM_2908,DC2908,,GRN,GRN
PSGTS_2921,DC2921,,GRN,GRN
PSGTS_2923,DC2923,,GRN,GRN
PSGTD_2927,DC2927,,GRN,GRN
PSGTD_2928,DC2928,,GRN,GRN
PSGTD_2930,DC2930,,GRN,GRN
PSGTD_2934,DC2934,,GRN,GRN
PSGTD_2935,DC2935,,GRN,GRN
PSGTD_2957,DC2957,,GRN,GRN
PSGTM_2960,DC2960,,GRN,GRN
PSGTM_2962,DC2962,,GRN,GRN
PSGTM_2966,DC2966,,GRN,GRN
PSGTD_2993,DC2993,,GRN,GRN
PSGTS_3019,DC3019,,GRN,GRN
PSCOM_7449,DC7449,,GRN,GRN
PSCOM_7450,DC7450,,GRN,GRN
PSCOM_7451,DC7451,,GRN,GRN
PSCOM_7452,DC7452,,GRN,GRN
PSCYX_7459,DC7459,,GRN,GRN
PSCVX_7495,DC7495,,GRN,GRN
PSCVX_7499,DC7499,,GRN,GRN
PSCVX_7501,DC7501,,GRN,GRN
PSCVX_7503,DC7503,,GRN,GRN
PSGAD_7602,DC7602,,GRN,GRN
PSGAD_7612,DC7612,,GRN,GRN
PSGAD_7613,DC7613,,GRN,GRN
PSGAD_7616,DC7616,,GRN,GRN
PSGAD_7621,DC7621,,GRN,GRN
PSGAD_7624,DC7624,,GRN,GRN
PSGAD_7628,DC7628,,GRN,GRN
PSGAD_7630,DC7630,,GRN,GRN
PSGAD_7631,DC7631,,GRN,GRN
PSGAD_7634,DC7634,,GRN,GRN
PSGAD_7635,DC7635,,GRN,GRN
PSGAD_7636,DC7636,,GRN,GRN
PSGAD_7637,DC7637,,GRN,GRN
PSGAD_7639,DC7639,,GRN,GRN
PSGAD_7640,DC7640,,GRN,GRN
PSGAD_7641,DC7641,,GRN,GRN
PSGAD_7642,DC7642,,GRN,GRN
PSGAD_7643,DC7643,,GRN,GRN
PSGAB_7664,DC7664,,GRN,GRN
PSGAB_7669,DC7669,,GRN,GRN
PSGAB_7672,DC7672,,GRN,GRN
PSGUD_7718,DC7718,,GRN,GRN
PSGUB_7785,DC7785,,GRN,GRN
PSGYD_7811,DC7811,,GRN,GRN
PSGYD_7813,DC7813,,GRN,GRN
PSGYD_7820,DC7820,,GRN,GRN
PSGYD_7821,DC7821,,GRN,GRN
PSGYD_7823,DC7823,,GRN,GRN
PSGYD_7824,DC7824,,GRN,GRN
PSGYD_7830,DC7830,,GRN,GRN
PSGYD_7842,DC7842,,GRN,GRN
PSGYD_7846,DC7846,,GRN,GRN
PSGYD_7848,DC7848,,GRN,GRN
PSGYD_7849,DC7849,,GRN,GRN
PSGYD_7854,DC7854,,GRN,GRN
PSGTS_7899,DC7899,,GRN,GRN
PSGTS_7909,DC7909,,GRN,GRN
PSGTS_7910,DC7910,,GRN,GRN
PSGTS_7915,DC7915,,GRN,GRN
PSGTS_7922,DC7922,,GRN,GRN
PSGTD_7927,DC7927,,GRN,GRN
PSGTD_7929,DC7929,,GRN,GRN
PSGTD_7930,DC7930,,GRN,GRN
PSGTD_7934,DC7934,,GRN,GRN
PSGTD_7951,DC7951,,GRN,GRN
PSGTD_7953,DC7953,,GRN,GRN
PSGGB_7963,DC7963,,GRN,GRN
PSGSD_7990,DC7990,,GRN,GRN
PSGSD_7993,DC7993,,GRN,GRN
PSGSD_8006,DC8006,,GRN,GRN
PSGSD_8013,DC8013,,GRN,GRN
PSGSD_8018,DC8018,,GRN,GRN
PSGSD_8020,DC8020,,GRN,GRN
PSGSD_8027,DC8027,,GRN,GRN
PSGSD_8028,DC8028,,GRN,GRN
PSGSS_8030,DC8030,,GRN,GRN
PSGSB_8063,DC8063,,GRN,GRN
PSGDD_8078,DC8078,,GRN,GRN
PSGDD_8096,DC8096,,GRN,GRN
PSGDS_8100,DC8100,,GRN,GRN
PSGDB_8134,DC8134,,GRN,GRN
PSGDB_8141,DC8141,,GRN,GRN
PSGDB_8152,DC8152,,GRN,GRN
PSGDB_8159,DC8159,,GRN,GRN
PSGRD_8187,DC8187,,GRN,GRN
PSGRD_8194,DC8194,,GRN,GRN
PSGRD_8195,DC8195,,GRN,GRN
PSGRD_8199,DC8199,,GRN,GRN
PSGRD_8209,DC8209,,GRN,GRN
PSGRD_8214,DC8214,,GRN,GRN
PSGRD_8217,DC8217,,GRN,GRN
PSGRB_8221,DC8221,,GRN,GRN
PSGRB_8236,DC8236,,GRN,GRN
PSCBD_8293,DC8293,,GRN,GRN
PSCBD_8305,DC8305,,GRN,GRN
PSCBX_8330,DC8330,,GRN,GRN
PSCBX_8338,DC8338,,GRN,GRN
PSCYS_8351,DC8351,,GRN,GRN
PSCYS_8354,DC8354,,GRN,GRN
PSCYS_8365,DC8365,,GRN,GRN
PSCYD_8376,DC8376,,GRN,GRN
PSCYD_8383,DC8383,,GRN,GRN
PSCYD_8385,DC8385,,GRN,GRN
PSCYD_8386,DC8386,,GRN,GRN
PSCYD_8392,DC8392,,GRN,GRN
PSCYD_8397,DC8397,,GRN,GRN
PSGTS_8744,DC8744,,GRN,GRN
PSGTS_8745,DC8745,,GRN,GRN
PSGTS_8746,DC8746,,GRN,GRN
PSGTS_8747,DC8747,,GRN,GRN
PSGTS_8748,DC8748,,GRN,GRN
PSGTD_8750,DC8750,,GRN,GRN
PSGTD_8751,DC8751,,GRN,GRN
PSGTD_8752,DC8752,,GRN,GRN
PSGTD_8753,DC8753,,GRN,GRN
PSGTD_8754,DC8754,,GRN,GRN
PSGTD_8757,DC8757,,GRN,GRN
PSGGD_8768,DC8768,,GRN,GRN
PSGGD_8769,DC8769,,GRN,GRN
PSGID_8788,DC8788,,GRN,GRN
PSGID_8789,DC8789,,GRN,GRN
PSGID_8790,DC8790,,GRN,GRN
PSGIM_8793,DC8793,,GRN,GRN
PSGIM_8794,DC8794,,GRN,GRN
PSGIM_8795,DC8795,,GRN,GRN
PSGIM_8797,DC8797,,GRN,GRN
PSGIM_8799,DC8799,,GRN,GRN
PSCZS_8908,DC8908,,GRN,GRN
PSCZD_8911,DC8911,,GRN,GRN
PSCZD_8924,DC8924,,GRN,GRN
PSCZD_8925,DC8925,,GRN,GRN
PSCZD_8928,DC8928,,GRN,GRN
PSCZD_8929,DC8929,,GRN,GRN
PSCZD_8930,DC8930,,GRN,GRN
PSCZD_8931,DC8931,,GRN,GRN
PSCZS_8942,DC8942,,GRN,GRN
PSCZS_8943,DC8943,,GRN,GRN
PSCHD_9005,DC9005,,GRN,GRN
PSCHD_9006,DC9006,,GRN,GRN
PSCHD_9007,DC9007,,GRN,GRN
PSCHD_9008,DC9008,,GRN,GRN
PSCYD_9019,DC9019,,GRN,GRN
PSCYD_9020,DC9020,,GRN,GRN
PSCYD_9021,DC9021,,GRN,GRN
PSCYD_9022,DC9022,,GRN,GRN
PSCYD_9023,DC9023,,GRN,GRN
PSCYD_9024,DC9024,,GRN,GRN
PSCYD_9025,DC9025,,GRN,GRN
PSCYD_9026,DC9026,,GRN,GRN
PSCYD_9030,DC9030,,GRN,GRN
PSCYD_9033,DC9033,,GRN,GRN
PSCYD_9034,DC9034,,GRN,GRN
PSCYD_9044,DC9044,,GRN,GRN
PSCYD_9045,DC9045,,GRN,GRN
PSCYD_9050,DC9050,,GRN,GRN
PSCYD_9052,DC9052,,GRN,GRN
PSCYD_9056,DC9056,,GRN,GRN
PSCYD_9058,DC9058,,GRN,GRN
PSCYD_9062,DC9062,,GRN,GRN
PSCZD_9070,DC9070,,GRN,GRN
PSCZD_9071,DC9071,,GRN,GRN
PSCZD_9074,DC9074,,GRN,GRN
PSCZD_9075,DC9075,,GRN,GRN
PSCZD_9076,DC9076,,GRN,GRN
PSCZD_9077,DC9077,,GRN,GRN
PSCZD_9079,DC9079,,GRN,GRN
PSCZD_9085,DC9085,,GRN,GRN
PSCVD_9095,DC9095,,GRN,GRN
PSGBS_9129,DC9129,,GRN,GRN
PSGBS_9133,DC9133,,GRN,GRN
PSGBS_9134,DC9134,,GRN,GRN
PSGBS_9136,DC9136,,GRN,GRN
PSGBS_9140,DC9140,,GRN,GRN
PSGOB_9153,DC9153,,GRN,GRN
PSGOB_9155,DC9155,,GRN,GRN
PSGOB_9158,DC9158,,GRN,GRN
PSGOB_9161,DC9161,,GRN,GRN
PSGOB_9165,DC9165,,GRN,GRN
PSGOB_9167,DC9167,,GRN,GRN
PSGOB_9168,DC9168,,GRN,GRN
PSGOB_9169,DC9169,,GRN,GRN
PSGOB_9170,DC9170,,GRN,GRN
PSGOB_9171,DC9171,,GRN,GRN
PSGOB_9172,DC9172,,GRN,GRN
PSGOB_9173,DC9173,,GRN,GRN
PSGOB_9176,DC9176,,GRN,GRN
PSGOB_9177,DC9177,,GRN,GRN
PSGOB_9178,DC9178,,GRN,GRN
PSGOB_9182,DC9182,,GRN,GRN
PSGOB_9184,DC9184,,GRN,GRN
PSGOB_9185,DC9185,,GRN,GRN
PSGOB_9189,DC9189,,GRN,GRN
PSGOB_9195,DC9195,,GRN,GRN
PSGOB_9196,DC9196,,GRN,GRN
PSGOB_9197,DC9197,,GRN,GRN
PSGOB_9198,DC9198,,GRN,GRN
PSGOB_9199,DC9199,,GRN,GRN
PSGOB_9202,DC9202,,GRN,GRN
PSGOB_9203,DC9203,,GRN,GRN
PSGOS_9205,DC9205,,GRN,GRN
PSPGD_0943,PNG0943,,GRN,GRN
PSPGD_0945,PNG0945,,GRN,GRN
PSPGD_0963,PNG0963,,GRN,GRN
PSPGD_0966,PNG0966,,GRN,GRN
PSPGD_0982,PNG0982,,GRN,GRN
PSPGD_0985,PNG0985,,GRN,GRN
PSPGD_0989,PNG0989,,GRN,GRN
PSPGD_0993,PNG0993,,GRN,GRN
PSPGD_0998,PNG0998,,GRN,GRN
PSPGD_1001,PNG1001,,GRN,GRN
PSPGD_1006,PNG1006,,GRN,GRN
PSPGD_1008,PNG1008,,GRN,GRN
PSPGD_1014,PNG1014,,GRN,GRN
PSPGD_1027,PNG1027,,GRN,GRN
PSPGD_1033,PNG1033,,GRN,GRN
PSPGD_1045,PNG1045,,GRN,GRN
PSPGS_1047,PNG1047,,GRN,GRN
PSPGS_1051,PNG1051,,GRN,GRN
PSPGS_1055,PNG1055,,GRN,GRN
PSPGS_1061,PNG1061,,GRN,GRN
PSPGS_1063,PNG1063,,GRN,GRN
PSPGS_1073,PNG1073,,GRN,GRN
PSPGS_1079,PNG1079,,GRN,GRN
PSPGS_1091,PNG1091,,GRN,GRN
PSPGS_1093,PNG1093,,GRN,GRN
PSPGS_1109,PNG1109,,GRN,GRN
PSPGS_1119,PNG1119,,GRN,GRN
PSPGS_1121,PNG1121,,GRN,GRN
PSPGS_1123,PNG1123,,GRN,GRN
PSPVD_1221,PNG1221,,GRN,GRN
PSPVD_1227,PNG1227,,GRN,GRN
PSPVD_1232,PNG1232,,GRN,GRN
PSPVD_1241,PNG1241,,GRN,GRN
PSPVD_1258,PNG1258,,GRN,GRN
PSPVD_1262,PNG1262,,GRN,GRN
PSPVD_1276,PNG1276,,GRN,GRN
PSPVD_1278,PNG1278,,GRN,GRN
PSPVD_1280,PNG1280,,GRN,GRN
PSPVD_1282,PNG1282,,GRN,GRN
PSPVD_1287,PNG1287,,GRN,GRN
PSPVD_1295,PNG1295,,GRN,GRN
PSPVS_1301,PNG1301,,GRN,GRN
PSPVS_1305,PNG1305,,GRN,GRN
PSPVS_1313,PNG1313,,GRN,GRN
PSPVS_1325,PNG1325,,GRN,GRN
PSPVS_1329,PNG1329,,GRN,GRN
PSPVS_1338,PNG1338,,GRN,GRN
PSPVS_1351,PNG1351,,GRN,GRN
PSPVS_1355,PNG1355,,GRN,GRN
PSPVS_1361,PNG1361,,GRN,GRN
PSPVS_1363,PNG1363,,GRN,GRN
PSPVS_1373,PNG1373,,GRN,GRN
PSPVS_1375,PNG1375,,GRN,GRN
PSPVS_1377,PNG1377,,GRN,GRN
PSRDD_0019,not_available,ISR,,ISR
PSRDD_0025,not_available,ISR,,ISR
PSRDD_0026,not_available,ISR,,ISR
PSRDD_0027,not_available,ISR,,ISR
PSRDD_0028,not_available,ISR,,ISR
PSRDD_0029,not_available,ISR,,ISR
PSRDD_0031,not_available,ISR,,ISR
PSRDD_0032,not_available,ISR,,ISR
PSRDD_0034,not_available,ISR,,ISR
PSRDD_0036,not_available,ISR,,ISR
PSRUD_0001,not_available,ISR,,ISR
PSRUD_0004,not_available,ISR,,ISR
PSRUD_0006,not_available,ISR,,ISR
PSRUD_0007,not_available,ISR,,ISR
PSRUD_0009,not_available,ISR,,ISR
PSRUD_0011,not_available,ISR,,ISR
PSRUD_0043,not_available,ISR,,ISR
PSRUD_0044,not_available,ISR,,ISR
PSRUD_0047,not_available,ISR,,ISR
PSRUD_0275,not_available,ISR,,ISR
PSCHX_0314,DC0314,RED,RED,RED
PSCFS_0439,DC0439,RED,RED,RED
PSCFS_0584,DC0584,RED,RED,RED
PSCFX_0658,DC0658,RED,RED,RED
PSCOS_1711,DC1711,RED,RED,RED
PSGAD_7614,DC7614,RED,UGR,RED
PSGAB_7658,DC7658,RED,RED,RED
PSGAB_7659,DC7659,RED,RED,RED
PSGYD_7840,DC7840,RED,RED,RED
PSGYS_7864,DC7864,RED,RED,RED
PSGYS_7866,DC7866,RED,RED,RED
PSGYS_7868,DC7868,RED,RED,RED
PSGTS_7908,DC7908,RED,RED,RED
PSGTS_7911,DC7911,RED,RED,RED
PSGGB_7959,DC7959,RED,RED,RED
PSGGB_7970,DC7970,RED,RED,RED
PSGGB_7972,DC7972,RED,RED,RED
PSGGB_7973,DC7973,RED,UBR,RED
PSGSB_8046,DC8046,RED,RED,RED
PSGDD_8076,DC8076,RED,RED,RED
PSGDD_8081,DC8081,RED,RED,RED
PSGDB_8133,DC8133,RED,UGR,RED
PSGDB_8136,DC8136,RED,UBR,RED
PSGRD_8191,DC8191,RED,RED,RED
PSGRD_8196,DC8196,RED,RED,RED
PSCBS_8283,DC8283,RED,UBR,RED
PSCBS_8284,DC8284,RED,RED,RED
PSCBD_8298,DC8298,RED,RED,RED
PSCYS_8359,DC8359,RED,RED,RED
PSCYS_8362,DC8362,RED,RED,RED
PSCYS_8366,DC8366,RED,RED,RED
PSCYD_8381,DC8381,RED,RED,RED
PSCYD_8401,DC8401,RED,RED,RED
PSPGS_1113,PNG1113,RED,RED,RED
PSCBS_8273,not_available,RED,,RED
PSCFS_0444,not_available,RED,,RED
PSCOS_1759,not_available,RED,,RED
PSCYS_8356,not_available,RED,,RED
PSGAB_7645,not_available,RED,,RED
PSGAB_7646,not_available,RED,,RED
PSGAB_7647,not_available,RED,,RED
PSGAB_7648,not_available,RED,,RED
PSGAB_7649,not_available,RED,,RED
PSGAB_7651,not_available,RED,,RED
PSGAB_7652,not_available,RED,,RED
PSGAB_7655,not_available,RED,,RED
PSGAB_7656,not_available,RED,,RED
PSGAB_7657,not_available,RED,,RED
PSGDB_8138,not_available,RED,,RED
PSGDB_8140,not_available,RED,,RED
PSGDB_8142,not_available,RED,,RED
PSGDB_8144,not_available,RED,,RED
PSGDB_8148,not_available,RED,,RED
PSGDB_8156,not_available,RED,,RED
PSGDB_8161,not_available,RED,,RED
PSGDB_8162,not_available,RED,,RED
PSGDB_8163,not_available,RED,,RED
PSGDD_8086,not_available,RED,,RED
PSGDS_8069,not_available,RED,,RED
PSGDS_8113,not_available,RED,,RED
PSGGB_7955,not_available,RED,,RED
PSGGB_7956,not_available,RED,,RED
PSGGB_7957,not_available,RED,,RED
PSGGB_7960,not_available,RED,,RED
PSGGB_7961,not_available,RED,,RED
PSGGB_7964,not_available,RED,,RED
PSGGB_7966,not_available,RED,,RED
PSGGB_7971,not_available,RED,,RED
PSGMB_1105,not_available,RED,,RED
PSGMB_1109,not_available,RED,,RED
PSGMD_0766,not_available,RED,,RED
PSGMD_1057,not_available,RED,,RED
PSGRB_8222,not_available,RED,,RED
PSGRB_8223,not_available,RED,,RED
PSGRB_8238,not_available,RED,,RED
PSGRD_8198,not_available,RED,,RED
PSGSB_8041,not_available,RED,,RED
PSGSB_8042,not_available,RED,,RED
PSGSB_8044,not_available,RED,,RED
PSGSB_8048,not_available,RED,,RED
PSGSB_8049,not_available,RED,,RED
PSGSB_8053,not_available,RED,,RED
PSGSB_8054,not_available,RED,,RED
PSGSB_8055,not_available,RED,,RED
PSGSB_8056,not_available,RED,,RED
PSGSB_8057,not_available,RED,,RED
PSGSB_8059,not_available,RED,,RED
PSGSD_8016,not_available,RED,,RED
PSGTD_7933,not_available,RED,,RED
PSGTD_7935,not_available,RED,,RED
PSGTS_7897,not_available,RED,,RED
PSGTS_7901,not_available,RED,,RED
PSGTS_7916,not_available,RED,,RED
PSGUB_7765,not_available,RED,,RED
PSGUB_7768,not_available,RED,,RED
PSGUB_7769,not_available,RED,,RED
PSGUB_7771,not_available,RED,,RED
PSGUB_7775,not_available,RED,,RED
PSGUB_7776,not_available,RED,,RED
PSGUB_7788,not_available,RED,,RED
PSGYD_7835,not_available,RED,,RED
PSGYS_7876,not_available,RED,,RED
PSGYS_7883,not_available,RED,,RED
PSGYS_7886,not_available,RED,,RED
PSGYS_7889,not_available,RED,,RED
PSPGD_1025,not_available,RED,,RED
PSPVS_1323,not_available,RED,,RED
PSCHS_0029,DC0029,,RED,RED
PSCHD_0036,DC0036,,RED,RED
PSCHS_0043,DC0043,,RED,RED
PSCHD_0060,DC0060,,RED,RED
PSCHD_0064,DC0064,,RED,RED
PSCHD_0081,DC0081,,RED,RED
PSCHS_0092,DC0092,,RED,RED
PSCHS_0094,DC0094,,RED,RED
PSCHS_0146,DC0146,,RED,RED
PSCHD_0202,DC0202,,RED,RED
PSCHD_0207,DC0207,,RED,RED
PSCHD_0209,DC0209,,RED,RED
PSCHD_0210,DC0210,,RED,RED
PSCHD_0211,DC0211,,RED,RED
PSCHD_0213,DC0213,,RED,RED
PSCHD_0214,DC0214,,RED,RED
PSCHD_0215,DC0215,,RED,RED
PSCHD_0216,DC0216,,RED,RED
PSCHD_0218,DC0218,,RED,RED
PSCHD_0219,DC0219,,RED,RED
PSCHD_0236,DC0236,,RED,RED
PSCHD_0247,DC0247,,RED,RED
PSCHS_0277,DC0277,,RED,RED
PSCHS_0278,DC0278,,RED,RED
PSCFD_0398,DC0398,,RED,RED
PSCFD_0407,DC0407,,RED,RED
PSCFS_0441,DC0441,,RED,RED
PSCFS_0443,DC0443,,RED,RED
PSCFD_0456,DC0456,,RED,RED
PSCFD_0457,DC0457,,RED,RED
PSCFD_0459,DC0459,,RED,RED
PSCFD_0460,DC0460,,RED,RED
PSCFD_0464,DC0464,,RED,RED
PSCFD_0472,DC0472,,RED,RED
PSCFD_0474,DC0474,,RED,RED
PSGMD_0777,DC0777,,RED,RED
PSGMD_1052,DC1052,,RED,RED
PSGMD_1056,DC1056,,RED,RED
PSGMB_1060,DC1060,,RED,RED
PSGMB_1067,DC1067,,RED,RED
PSCVS_1261,DC1261,,RED,RED
PSCVM_1331,DC1331,,RED,RED
PSCVM_1333,DC1333,,RED,RED
PSCVM_1334,DC1334,,RED,RED
PSCVS_1377,DC1377,,RED,RED
PSCVS_1378,DC1378,,RED,RED
PSCVS_1387,DC1387,,RED,RED
PSCVS_1388,DC1388,,RED,RED
PSCVD_1403,DC1403,,RED,RED
PSCVS_1435,DC1435,,RED,RED
PSCVS_1442,DC1442,,RED,RED
PSCVS_1444,DC1444,,RED,RED
PSCVS_1445,DC1445,,RED,RED
PSCVS_1446,DC1446,,RED,RED
PSCVS_1447,DC1447,,RED,RED
